16.522585,0.3,94,26.141552
16.762585,0.4,95,27.345785
16.832584,0.3,94,29.749592
16.902586,0.3,94,31.731092
16.732586,0.3,94,31.765793
16.322586,0.3,94,30.351225
16.382586,0.4,95,27.009598
16.722586,0.3,95,24.023088
17.512585,0.3,94,22.768398
18.652586,0.5,92,25.282152
20.402586,0.4,85,31.09575
20.932585,0.5,82,34.09373
20.752584,0.3,82,35.98559
21.452585,0.1,80,34.268143
21.802586,0,80,34.608715
21.572586,0,81,33.75948
21.062586,0,83,31.106167
19.762585,0,92,27.532352
19.612585,0,93,25.49908
19.442585,0,95,23.617756
18.822586,0,94,27.609911
19.062586,0,95,26.474077
19.372585,0,94,26.282463
19.642586,0,95,25.600533
19.672585,0,95,23.166218
19.642586,0,96,22.039528
19.632586,0,96,19.09358
19.662584,0,96,17.84816
19.712585,0,96,18.161278
19.762585,0,96,18.289274
19.722586,0,96,18.472595
19.562586,0.2,96,18.681883
19.642586,0.2,95,18.35647
20.262585,0,94,18.278645
22.072586,0,90,20.87379
23.702585,0,83,23.532547
23.552586,0,81,24.66197
23.762585,0,82,25.812277
22.372585,0,88,25.20257
22.122585,0,88,24.063513
21.102585,0.1,93,22.415602
19.992586,0.5,96,22.077717
19.522585,0.3,96,22.90743
19.362585,0.1,96,22.9724
18.372585,0,92,28.657898
18.312586,0,93,28.503725
18.172585,0.2,93,29.46947
18.082584,0.1,94,28.99062
17.952585,0,94,28.01531
17.992586,0,95,26.434887
18.082584,0,94,25.189713
18.122585,0.2,95,24.023088
18.202585,0,95,22.38378
18.192585,0.1,95,21.566973
18.172585,0.2,95,20.08916
18.182585,0.1,96,20.523157
18.652586,0,93,21.915691
19.022585,0.1,92,21.897945
19.272585,0.4,91,21.650938
19.212585,0,91,21.203358
19.302586,0,91,22.322903
19.422585,0,90,23.950148
19.582584,0,88,23.1774
19.372585,0,89,22.915916
18.872585,0,91,20.929594
18.422585,0,94,18.59845
18.272585,0,95,16.08761
18.342585,0,96,15.408671
18.792585,0.1,96,16.299694
18.742586,0.1,96,20.188908
18.702585,0,96,19.171478
18.672585,0,96,19.64228
18.532585,0,96,20.696087
18.392586,0,96,19.881649
18.232586,0,96,21.252197
17.912584,0,96,21.599998
17.702585,0.1,96,21.889065
17.582584,0,96,21.599998
17.502584,0,96,22.039528
17.362585,0.1,96,22.545315
17.522585,0.1,94,24.798225
17.992586,0,91,27.497026
18.502584,0,88,28.348713
18.882586,0.1,87,28.62396
18.882586,0.3,87,29.09103
18.882586,0.3,87,29.09103
18.572586,0.3,88,29.09103
18.122585,0.1,89,28.075384
17.672585,0.2,91,26.28
17.302586,0.2,94,25.02971
17.152586,0.2,94,24.063513
17.082584,0.1,95,23.47741
16.512585,0,90,25.6233
16.182585,0,90,25.729298
15.912586,0,90,26.64
15.612586,0,89,26.867676
15.022586,0,91,24.606731
15.552587,0,90,23.83624
15.862586,0,91,22.38378
16.192585,0,92,19.770523
16.302586,0,93,18.671474
16.232586,0,93,17.477621
16.242586,0,93,16.279802
16.622585,0,92,15.575981
17.492586,0,88,16.87398
18.692585,0,83,18.671474
19.612585,0,79,19.008545
21.432585,0,71,19.734436
22.152586,0,69,20.929594
21.582584,0,71,20.12461
20.672585,0,74,20.371038
21.082584,0,72,22.89611
20.062586,0,75,22.553936
18.812586,0,79,22.057161
17.952585,0,82,21.129885
17.012585,0,85,19.469975
18.112585,0,87,20.46941
18.122585,0,87,19.826164
18.082584,0,87,20.497883
18.292585,0,86,21.868332
18.042585,0,88,22.97522
18.082584,0,89,24.569836
18.012585,0,92,25.233404
17.872585,0,94,25.812277
17.512585,0.3,96,27.598173
16.962585,0.8,96,30.918108
16.142586,0.6,96,33.35784
15.942586,0.2,95,28.220419
16.422585,0.4,95,28.467327
16.282585,0.5,93,28.660158
16.482586,0.8,93,26.486313
16.392586,1.2,93,27.475807
15.902586,1.1,93,27.362368
15.742586,1,93,25.570139
15.702586,0.8,93,23.688984
15.472587,0.8,93,23.617756
15.162586,0.8,95,24.363249
14.602586,0.9,95,26.178707
14.432586,0.7,94,23.000591
14.812586,1,95,19.602652
14.162586,0.6,96,27.333935
14.292586,0.8,96,29.74306
14.112586,0.6,96,30.344818
13.852586,0.5,96,27.558228
14.442586,1.1,96,25.35637
13.3825865,0.5,92,27.381308
14.302587,0.4,96,26.31942
14.322586,0.1,94,29.024128
14.522586,0.8,96,26.072052
14.862586,1.3,96,29.131096
14.652586,0.7,96,27.238943
14.612586,1.2,96,27.567635
14.6325865,0.7,96,27.841293
14.762587,0.8,96,27.859905
15.482586,0.8,95,28.165257
15.502586,0.2,93,32.06426
15.412586,0,92,29.533169
15.442586,0.6,93,31.602175
15.312586,0.4,93,31.361351
15.1325865,0.5,94,32.138947
15.102586,0.2,94,32.619255
14.972587,0.1,95,30.7542
14.482586,0,94,27.871534
14.492586,0,94,28.056913
13.982586,1.3,96,31.542658
14.0925865,0.5,96,21.749481
14.242586,0.9,96,31.828968
14.152586,0.4,94,29.6383
14.102586,0.7,95,29.03752
14.172586,0.7,95,29.28418
14.412586,0.2,95,28.348713
14.762587,0.1,96,24.29133
14.672586,0.5,96,25.96496
14.272586,0.7,94,30.037897
14.142586,0.1,94,27.333935
14.542586,0.2,95,23.166218
15.162586,0.1,95,21.178896
15.582586,0.3,93,30.871965
15.532586,0,90,29.204409
16.072586,0,88,31.796375
16.152586,0.1,88,31.452133
15.982587,0.1,88,33.449017
15.722587,0,89,32.854805
15.5925865,0,90,32.55363
15.322586,0.1,91,31.557032
14.922586,0.2,93,30.758411
14.722587,0.1,94,30.261421
14.552587,0.2,94,29.268686
14.502586,1,95,33.790176
14.002586,0.4,94,36.658184
13.872586,0.2,93,33.3559
14.222587,0.2,94,32.47591
14.012587,0.4,93,32.651028
13.952586,0.2,94,30.652895
14.142586,0.1,95,30.376833
14.312586,0,94,30.945345
14.402586,0.1,94,30.282827
14.302587,0,93,30.274265
14.1325865,0,93,29.168886
14.322586,0,93,28.496904
14.952586,0,91,29.795301
15.322586,0.1,90,32.361977
15.702586,0,89,33.973778
16.232586,0.1,87,35.10323
16.522585,0.1,85,35.10323
16.822586,0,84,35.31121
16.572586,0,85,35.031162
16.042585,0,87,34.63492
15.752586,0.1,89,33.24498
15.332586,0.2,91,29.830078
15.3425865,0.3,93,27.438046
15.602586,0.2,94,26.282463
16.832584,0,95,26.807312
16.782585,0,93,26.302181
16.562586,0,93,27.86921
16.492586,0,93,26.576681
16.472586,0,95,24.962307
16.782585,0,95,24.192429
16.942585,0,96,23.469128
17.142586,0,96,22.657131
17.242586,0,96,21.479664
17.252584,0,96,19.406637
17.302586,0,96,16.548256
17.562586,0,95,14.05845
18.892586,0,89,15.072783
19.522585,0.1,85,19.826164
19.152586,0.1,86,25.318008
18.382586,0.1,88,26.795223
17.792585,0,90,26.496098
17.712585,0.4,91,24.567198
17.592585,0.4,92,23.565569
17.242586,0.3,93,23.4
16.812586,0.5,95,22.870626
16.532585,0.5,96,22.218153
16.532585,0.6,96,21.734581
16.592585,0.7,96,22.065973
16.582584,0.5,96,21.794127
16.662584,0.3,95,23.469128
16.602585,0.4,95,24.569836
16.482586,0.5,96,24.798225
16.312586,0.7,96,24.29133
16.102585,0.6,96,24.569836
15.812586,0.6,96,25.959969
15.472587,1,96,26.302181
15.192586,1,96,26.61323
14.8825865,1.2,96,28.162954
14.622586,1.1,96,27.362368
14.422586,1.3,96,28.257132
14.3825865,1.4,96,26.562046
14.522586,1,93,34.92
14.732586,0.7,91,33.510952
14.682586,0.8,92,30.312769
14.172586,0.9,93,31.452133
13.992586,1,94,30.888754
13.852586,1,94,29.460672
13.862586,1.1,95,29.808346
13.572586,1,95,30.385365
13.482586,1,96,30.676142
13.572586,0.9,96,33.190357
13.482586,0.6,95,30.551254
13.872586,0.6,96,30.319178
14.172586,0.4,93,29.46287
14.352586,0.2,90,27.475807
14.792586,0.1,89,26.368616
14.932586,0,91,25.959969
15.062586,0.4,95,27.722336
15.212586,0.6,96,31.072817
14.612586,0.7,92,35.864746
14.652586,0.9,95,29.793125
14.532586,1,94,33.66337
14.422586,0.4,95,32.11071
14.352586,0.2,94,32.37799
14.3825865,0,93,31.942772
14.672586,0.2,90,29.328403
14.752586,0.5,90,28.775238
14.962586,0.6,91,30.145567
14.792586,0.6,93,30.421598
14.902586,0.4,93,31.093666
15.022586,0.3,92,29.96662
15.152586,0.2,90,30.555498
15.022586,0,91,31.542658
14.822586,0,94,31.160282
14.802587,0,95,32.138947
14.922586,0.4,95,31.902174
14.972587,0.6,95,33.233284
14.572586,0.6,93,30.500309
14.502586,0.6,93,31.65135
14.502586,0.4,93,32.949345
14.332586,0.2,92,33.05145
14.202586,0.3,93,32.85678
14.272586,0.3,93,33.092598
14.322586,0.3,93,33.1845
14.372586,0.3,94,31.877792
14.442586,0.3,94,31.435646
14.432586,0.4,94,31.575506
14.542586,0.2,93,31.614477
14.742586,0.2,92,31.92654
14.8425865,0.4,90,28.220419
14.962586,0.3,90,30.10685
15.112586,0.3,89,31.072817
14.792586,0.4,90,30.282827
14.772586,0.6,91,31.259941
15.0925865,0,91,30.599998
15.182586,0,91,30.141266
14.932586,1.2,94,29.07989
14.932586,0.9,94,30.353355
15.062586,0.5,95,30.25928
15.102586,0.3,94,32.44996
14.972587,0,94,32.651028
15.002586,0,93,33.493546
14.952586,0,93,33.161064
14.972587,0,92,31.956968
14.942586,0,93,30.75209
15.052587,0,94,30.432245
15.102586,0,95,30.190672
15.172586,0,95,30.77105
15.262587,0,94,30.007679
15.3425865,0,95,28.963785
15.452586,0,95,29.07989
15.672586,0,95,29.47826
16.342585,0,92,30.121912
17.102585,0,88,36.43655
17.402586,0,85,36.50052
17.832584,0,82,37.34295
17.862585,0,81,38.868332
19.022585,0,78,39.640884
20.032585,0,75,38.941616
19.612585,0,79,37.038033
19.162584,0,83,32.559605
18.372585,0,89,30.121912
18.062586,0,92,29.301876
17.942585,0.2,93,31.394394
17.972586,0.2,94,32.527744
18.182585,0,92,29.795301
18.382586,0,93,30.684587
18.622585,0,93,32.06426
18.412584,0,95,31.581665
18.832584,0,93,32.35997
19.092585,0,90,33.190357
19.222586,0,87,29.834423
19.152586,0,88,24.144165
18.762585,0.4,92,17.643673
18.882586,0,92,19.443333
19.552586,0,84,20.12461
20.612585,0,80,15.379206
19.812586,0,89,1.08
19.952585,0.1,90,3.6179552
19.462585,0.5,92,10.990322
19.112585,0.4,93,9.504272
19.322586,0,92,4.8433046
20.112585,0.2,90,6.989936
19.902586,0,92,7.072878
20.112585,0,92,6.4096174
19.922585,0,95,7.127636
19.982586,0,96,6.696387
19.782585,0.2,96,7.42159
19.512585,0,96,9.0645685
19.382586,0,96,8.287822
19.402586,0,96,7.5942073
19.442585,0,96,8.311245
